open,high,low,close
37.454011884736246,18.513292883861965,26.170568373590598,67.2702994208898
95.07143064099162,54.190094737835814,24.697879907199983,79.66813971913723
73.1993941811405,87.29458358764083,90.62545805210367,25.046789879249896
59.86584841970366,73.22248864095612,24.95461998495061,62.48740996069989
15.601864044243651,80.65611478614497,27.1949726128631,57.17459831437487
15.599452033620265,65.87833667107174,75.93982624179637,83.28303767882711
5.8083612168199465,69.22765645178525,44.973984245054,90.60870604812605
86.61761457749351,84.91956515653193,77.67105569551812,1.2156771477386807
60.11150117432088,24.966800885918595,6.536615756438524,67.40199190587927
70.80725777960456,48.942496364314046,48.75711936733843,5.1835799119729025
2.0584494295802447,22.120944181960223,3.3613600183282633,54.88586650773559
96.99098521619943,98.7668007996647,6.265320345535452,28.76327290436782
83.24426408004217,94.40593396866133,90.64374533444109,30.67765995221412
21.233911067827616,3.94268113685059,13.924537111759516,35.29585034523566
18.182496720710063,70.55751725156884,53.24206822752171,62.12924490496101
18.34045098534338,92.52483174156659,41.10956026007065,33.40499656687692
30.42422429595377,18.057534512733355,34.73433262588427,73.26990505902803
52.475643163223786,56.79452305526295,89.98333456872724,40.45273855738697
43.194501864211574,91.54882975880419,2.18233967754895,6.835320030995861
29.122914019804192,3.394597858579884,66.37896861755891,78.37598424841073
61.18528947223795,69.742026724684,96.33944342135504,28.5758324592706
13.949386065204184,29.734900737255078,56.016818346184195,43.276687959926264
29.214464853521815,92.43961953765304,93.68224620330918,68.54438832219016
36.63618432936917,97.10582451653677,5.225787928602377,33.2456157148712
45.606998421703594,94.42664891134339,41.87933190741614,5.658565614671563
78.51759613930136,47.42142166574638,26.015779096205115,37.39210470128136
19.967378215835975,86.20426509893134,73.08209649807299,94.44485826943034
51.42344384136116,84.45493985350704,98.12970904972467,64.17343972985582
59.24145688620425,31.910047324325564,25.65300624442478,67.1479148667207
4.645041271999773,82.89154741506773,65.41746014740745,63.22821536376399
60.75448519014384,3.700763471549262,19.809763275974014,19.899213895943678
17.052412368729154,59.6269878482053,56.53302545716099,41.833386410228016
6.505159298527952,23.000883728770305,46.39324866883362,75.09397983633183
94.88855372533332,12.056688577727881,97.2005329631537,10.137289755315916
96.56320330745594,7.695320162920916,60.85272726964666,27.785277608971228
80.83973481164611,69.62887758781397,34.950637208681876,27.631910846585363
30.46137691733707,33.98749637680661,11.409578488793336,43.2018927594506
